rank,gid,role,priority_score,why
25,100000003635170100,coordinator,0.942123,"Priority 0.94; Coordination signs: 3 payers/13 tx in, 4 recipients/10 tx out; betweenness p96, 2 seeds within 2 hops. Verify."
26,100000008546855100,consolidator,0.941121,"Priority 0.94; Consolidation signs: 6 payers/8 tx, 71,790 KZT in; forwarded 14% of recorded inflow; verify."
27,100000000661912100,coordinator,0.939252,"Priority 0.94; Coordination signs: 5 payers/9 tx in, 2 recipients/8 tx out; betweenness p99, 1 seeds within 2 hops. Verify."
28,100000004159526100,coordinator,0.938195,"Priority 0.94; Coordination signs: 4 payers/4 tx in, 4 recipients/6 tx out; betweenness p94, 2 seeds within 2 hops. Verify."
29,100000000332284100,coordinator,0.936983,"Priority 0.94; Coordination signs: 10 payers/12 tx in, 3 recipients/3 tx out; betweenness p94, 2 seeds within 2 hops. Verify."
30,100000004015047100,consolidator,0.935926,"Priority 0.94; Consolidation signs: 9 payers/18 tx, 919,104 KZT in; forwarded 8% of recorded inflow; verify."
31,100000008637537100,consolidator,0.934312,"Priority 0.93; Consolidation signs: 3 payers/22 tx, 619,890 KZT observed in, 3 recipients; seed inflow is understated. Verify."
32,100000004071080100,consolidator,0.932310,"Priority 0.93; Consolidation signs: 9 payers/16 tx, 238,600 KZT in; forwarded 19% of recorded inflow; verify."
33,100000008748914100,coordinator,0.928805,"Priority 0.93; Coordination signs: 2 payers/9 tx in, 13 recipients/21 tx out; betweenness p98, 3 seeds within 2 hops. Verify."
34,100000006069103100,transit,0.928772,"Priority 0.93; Transit signs: 3 payers/3 tx in, 3 recipients/4 tx out; forwarded 118% of recorded inflow. Verify."
35,100000008213966100,peripheral,0.924566,"Priority 0.92; 3 payers/7 tx in (187,004 KZT), 1 recipients/8 tx out (436,900 KZT); no strong role signal."
36,100000007382543100,coordinator,0.924344,"Priority 0.92; Coordination signs: 3 payers/3 tx in, 5 recipients/8 tx out; betweenness p96, 1 seeds within 2 hops. Verify."
37,100000004759121100,consolidator,0.922575,"Priority 0.92; Consolidation signs: 6 payers/10 tx, 710,000 KZT in; forwarded 44% of recorded inflow; verify."
38,100000003741418100,consolidator,0.921251,"Priority 0.92; Consolidation signs: 9 payers/13 tx, 151,900 KZT in; forwarded 26% of recorded inflow; verify."
39,100000001526235100,coordinator,0.920628,"Priority 0.92; Coordination signs: 3 payers/4 tx in, 8 recipients/9 tx out; betweenness p96, 1 seeds within 2 hops. Verify."
40,100000007442518100,coordinator,0.919359,"Priority 0.92; Coordination signs: 5 payers/8 tx in, 9 recipients/12 tx out; betweenness p96, 1 seeds within 2 hops. Verify."
41,100000005514161100,consolidator,0.919326,"Priority 0.92; Consolidation signs: 4 payers/7 tx, 401,500 KZT in; forwarded 12% of recorded inflow; verify."
42,100000000076451100,coordinator,0.919137,"Priority 0.92; Coordination signs: 3 payers/4 tx in, 4 recipients/4 tx out; betweenness p94, 1 seeds within 2 hops. Verify."
43,100000002527114100,coordinator,0.919092,"Priority 0.92; Coordination signs: 3 payers/4 tx in, 111 recipients/113 tx out; betweenness p96, 1 seeds within 2 hops. Verify. Seed inflow is understated."
44,100000002217161100,coordinator,0.918558,"Priority 0.92; Coordination signs: 2 payers/15 tx in, 7 recipients/19 tx out; betweenness p95, 2 seeds within 2 hops. Verify."
45,100000008730846100,coordinator,0.916466,"Priority 0.92; Coordination signs: 7 payers/11 tx in, 3 recipients/4 tx out; betweenness p95, 3 seeds within 2 hops. Verify."
46,100000004076740100,coordinator,0.915576,"Priority 0.92; Coordination signs: 3 payers/5 tx in, 6 recipients/10 tx out; betweenness p97, 1 seeds within 2 hops. Verify."
47,100000005782781100,coordinator,0.915231,"Priority 0.92; Coordination signs: 6 payers/10 tx in, 10 recipients/10 tx out; betweenness p98, 4 seeds within 2 hops. Verify."
48,100000006518161100,transit,0.914964,"Priority 0.91; Transit signs: 3 payers/13 tx in, 2 recipients/13 tx out; forwarded 100% of recorded inflow. Verify."
49,100000004180097100,coordinator,0.914731,"Priority 0.91; Coordination signs: 3 payers/5 tx in, 3 recipients/7 tx out; betweenness p97, 1 seeds within 2 hops. Verify."
50,100000002175422100,coordinator,0.914686,"Priority 0.91; Coordination signs: 3 payers/5 tx in, 6 recipients/14 tx out; betweenness p95, 1 seeds within 2 hops. Verify."
51,100000002838861100,consolidator,0.914586,"Priority 0.91; Consolidation signs: 5 payers/5 tx, 554,524 KZT in; forwarded 2% of recorded inflow; verify."
52,100000002398779100,consolidator,0.913340,"Priority 0.91; Consolidation signs: 13 payers/28 tx, 1,095,690 KZT in; forwarded 6% of recorded inflow; verify."
53,100000004707703100,coordinator,0.912305,"Priority 0.91; Coordination signs: 2 payers/3 tx in, 5 recipients/6 tx out; betweenness p94, 6 seeds within 2 hops. Verify."
54,100000003390036100,consolidator,0.910136,"Priority 0.91; Consolidation signs: 2 payers/4 tx, 231,300 KZT in; forwarded 27% of recorded inflow; verify."
55,100000008489922100,coordinator,0.908344,"Priority 0.91; Coordination signs: 3 payers/5 tx in, 36 recipients/41 tx out; betweenness p98, 1 seeds within 2 hops. Verify."
56,100000008104567100,coordinator,0.908122,"Priority 0.91; Coordination signs: 3 payers/3 tx in, 3 recipients/4 tx out; betweenness p99, 2 seeds within 2 hops. Verify."
57,100000008547948100,coordinator,0.906664,"Priority 0.91; Coordination signs: 6 payers/7 tx in, 26 recipients/31 tx out; betweenness p99, 3 seeds within 2 hops. Verify."
58,100000002781227100,coordinator,0.905941,"Priority 0.91; Coordination signs: 2 payers/8 tx in, 3 recipients/10 tx out; betweenness p95, 1 seeds within 2 hops. Verify."
59,100000004299488100,consolidator,0.905396,"Priority 0.91; Consolidation signs: 6 payers/22 tx, 1,749,000 KZT in; forwarded 20% of recorded inflow; verify."
60,100000008733194100,coordinator,0.904929,"Priority 0.90; Coordination signs: 4 payers/4 tx in, 8 recipients/8 tx out; betweenness p96, 8 seeds within 2 hops. Verify."
61,100000004486525100,transit,0.904539,"Priority 0.90; Transit signs: 8 payers/21 tx in, 2 recipients/3 tx out; forwarded 75% of recorded inflow. Verify."
62,100000001697501100,coordinator,0.903516,"Priority 0.90; Coordination signs: 3 payers/3 tx in, 38 recipients/55 tx out; betweenness p96, 1 seeds within 2 hops. Verify."
63,100000002224132100,distributor,0.902770,"Priority 0.90; Fan-out signs: 4 recipients/25 tx, 12,115,000 KZT out; 5 payers/10 tx in. Verify."
64,100000007629096100,transit,0.902748,"Priority 0.90; Transit signs: 4 payers/5 tx in, 1 recipients/5 tx out; forwarded 71% of recorded inflow. Verify."
65,100000001732159100,consolidator,0.902003,"Priority 0.90; Consolidation signs: 2 payers/30 tx, 2,378,100 KZT observed in, 4 recipients; seed inflow is understated. Verify."
66,100000006707582100,coordinator,0.901213,"Priority 0.90; Coordination signs: 2 payers/2 tx in, 14 recipients/15 tx out; betweenness p97, 6 seeds within 2 hops. Verify."
67,100000007908818100,coordinator,0.901124,"Priority 0.90; Coordination signs: 4 payers/4 tx in, 6 recipients/13 tx out; betweenness p95, 4 seeds within 2 hops. Verify."
68,100000004330371100,coordinator,0.899789,"Priority 0.90; Coordination signs: 2 payers/12 tx in, 2 recipients/6 tx out; betweenness p97, 1 seeds within 2 hops. Verify."
69,100000004400305100,coordinator,0.899510,"Priority 0.90; Coordination signs: 7 payers/9 tx in, 82 recipients/101 tx out; betweenness p99, 6 seeds within 2 hops. Verify."
70,100000004479404100,consolidator,0.899477,"Priority 0.90; Consolidation signs: 2 payers/8 tx, 1,492,000 KZT in; forwarded 20% of recorded inflow; verify."
71,100000000490383100,distributor,0.896751,"Priority 0.90; Fan-out signs: 8 recipients/9 tx, 461,375 KZT out; 3 payers/3 tx in. Verify."
72,100000008324800100,transit,0.896417,"Priority 0.90; Transit signs: 3 payers/17 tx in, 1 recipients/13 tx out; forwarded 97% of recorded inflow. Verify."
73,100000004221668100,distributor,0.896206,"Priority 0.90; Fan-out signs: 3 recipients/10 tx, 731,440 KZT out; 4 payers/8 tx in. Verify."
74,100000005140601100,peripheral,0.895249,"Priority 0.90; 3 payers/4 tx in (52,685 KZT), 2 recipients/5 tx out (195,300 KZT); no strong role signal."
75,100000008461532100,coordinator,0.894982,"Priority 0.89; Coordination signs: 2 payers/2 tx in, 8 recipients/9 tx out; betweenness p96, 1 seeds within 2 hops. Verify."
76,100000005519998100,transit,0.894326,"Priority 0.89; Transit signs: 3 payers/5 tx in, 3 recipients/8 tx out; forwarded 103% of recorded inflow. Verify."
77,100000002267998100,distributor,0.893124,"Priority 0.89; Fan-out signs: 3 recipients/12 tx, 1,115,000 KZT out; 2 payers/4 tx in. Verify."
78,100000004386258100,coordinator,0.893013,"Priority 0.89; Coordination signs: 3 payers/3 tx in, 3 recipients/3 tx out; betweenness p94, 2 seeds within 2 hops. Verify."
79,100000004677680100,peripheral,0.889664,"Priority 0.89; 2 payers/2 tx in (63,000 KZT), 1 recipients/3 tx out (168,000 KZT); no strong role signal."
80,100000008389800100,coordinator,0.889152,"Priority 0.89; Coordination signs: 3 payers/3 tx in, 7 recipients/8 tx out; betweenness p95, 2 seeds within 2 hops. Verify."
81,100000006579678100,coordinator,0.888218,"Priority 0.89; Coordination signs: 2 payers/2 tx in, 6 recipients/15 tx out; betweenness p98, 1 seeds within 2 hops. Verify."
82,100000003242289100,coordinator,0.888117,"Priority 0.89; Coordination signs: 3 payers/8 tx in, 23 recipients/26 tx out; betweenness p98, 2 seeds within 2 hops. Verify."
83,100000001236706100,consolidator,0.886860,"Priority 0.89; Consolidation signs: 3 payers/3 tx, 142,700 KZT in; forwarded 25% of recorded inflow; verify."
84,100000008512552100,coordinator,0.886682,"Priority 0.89; Coordination signs: 4 payers/9 tx in, 6 recipients/11 tx out; betweenness p97, 2 seeds within 2 hops. Verify."
85,100000000706545100,consolidator,0.886282,"Priority 0.89; Consolidation signs: 3 payers/8 tx, 1,070,300 KZT in; forwarded 7% of recorded inflow; verify."
86,100000008443341100,coordinator,0.886170,"Priority 0.89; Coordination signs: 2 payers/2 tx in, 3 recipients/4 tx out; betweenness p97, 1 seeds within 2 hops. Verify."
87,100000002941114100,consolidator,0.885603,"Priority 0.89; Consolidation signs: 2 payers/15 tx, 128,510 KZT in; forwarded 12% of recorded inflow; verify."
88,100000008686313100,coordinator,0.884680,"Priority 0.88; Coordination signs: 6 payers/16 tx in, 7 recipients/13 tx out; betweenness p100, 1 seeds within 2 hops. Verify."
89,100000002692750100,peripheral,0.884557,"Priority 0.88; 3 payers/3 tx in (112,830 KZT), 1 recipients/8 tx out (77,000 KZT); no strong role signal."
90,100000002193259100,transit,0.884524,"Priority 0.88; Transit signs: 2 payers/2 tx in, 3 recipients/3 tx out; forwarded 121% of recorded inflow. Verify."
91,100000008258083100,peripheral,0.884479,"Priority 0.88; 2 payers/13 tx in (3,149,500 KZT), 2 recipients/6 tx out (2,045,650 KZT); no strong role signal."
92,100000005665181100,coordinator,0.884146,"Priority 0.88; Coordination signs: 4 payers/5 tx in, 11 recipients/11 tx out; betweenness p96, 3 seeds within 2 hops. Verify."
93,100000008659445100,consolidator,0.883812,"Priority 0.88; Consolidation signs: 3 payers/7 tx, 138,490 KZT observed in, 4 recipients; seed inflow is understated. Verify."
94,100000003718221100,transit,0.883267,"Priority 0.88; Transit signs: 2 payers/6 tx in, 4 recipients/8 tx out; forwarded 121% of recorded inflow. Verify."
95,100000008650785100,consolidator,0.882143,"Priority 0.88; Consolidation signs: 2 payers/2 tx, 92,000 KZT observed in, 2 recipients; seed inflow is understated. Verify."
96,100000008111003100,coordinator,0.882032,"Priority 0.88; Coordination signs: 6 payers/9 tx in, 1 recipients/1 tx out; betweenness p98, 2 seeds within 2 hops. Verify."
97,100000008011159100,coordinator,0.881865,"Priority 0.88; Coordination signs: 3 payers/6 tx in, 5 recipients/5 tx out; betweenness p94, 2 seeds within 2 hops. Verify."
98,100000002870463100,consolidator,0.880964,"Priority 0.88; Consolidation signs: 3 payers/4 tx, 207,000 KZT in; forwarded 5% of recorded inflow; verify."
99,100000002733905100,peripheral,0.879873,"Priority 0.88; 3 payers/5 tx in (100,000 KZT), 2 recipients/3 tx out (717,839 KZT); no strong role signal."
100,100000002578405100,coordinator,0.879562,"Priority 0.88; Coordination signs: 2 payers/7 tx in, 116 recipients/120 tx out; betweenness p95, 1 seeds within 2 hops. Verify."
